STT,url,id,title_cleaned,rating,initial_price,final_price,currency,Sold,Status,image,seller_chats_responded_percentage,seller_chat_time_reply,seller_joined_date,variations,domain,brand,category_id,flash_sale,flash_sale_time,product_variation,vouchers
546,https://shopee.com.mx/Listo-Stock-Arai-Casco-(5)-Adulto-Lavado-Vaquero-Gorra-De-B%C3%A9isbol-Ala-Curvada-Sombrero-De-Sol-Unisex-Gorra-De-B%C3%A9isbol-Simple-Todos-Los-Partidos-Gorra-De-B%C3%A9isbol-De-Algod%C3%B3n-Puro-Ajustable-Hombres-Mujeres-Influenciador-Mismo-Estilo-i.935992755.24712215455?model_id=119096754735,24712215455,listo stock arai casco 5 adulto lavado vaquero gorra de bisbol ala curvada sombrero de sol unisex gorra de bisbol simple todos los partidos gorra de bisbol de algodn puro ajustable hombres mujeres influenciador mismo estilo,4.7,14,14.0,USD,3500,Available in stock,"[""https://down-mx.img.susercontent.com/file/sg-11134201-7rbkb-lozslzh5ygmd10_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbmj-lozslztdgl6u28_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbl3-lozsm06exi6vc1_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbn0-lozdqcwvnjj922_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbkc-lozdqd9d59hi81_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbl2-lozsm14jjklk2b_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbn3-lozsm1g72io870_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbka-lozsm1rklv5qc4_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rbn0-lozsm25q15vse8_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Color carbón"",""Rojo"",""Azul"",""Azul marino"",""Arena"",""Gris""]},{""name"":""Tamaño"",""variations"":[""55-59cm""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Gris,55-59cm""}]","[{""claimable"":false,""currency"":""MXN"",""discount"":1,""discount_cap"":0,""discount_percentage"":0,""min_spend"":15000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHRU33"",""validity_end"":""2024-09-17T10:02:00.000Z"",""validity_start"":""2024-06-16T09:02:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":2,""discount_cap"":0,""discount_percentage"":0,""min_spend"":30000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHT344"",""validity_end"":""2024-09-17T10:02:00.000Z"",""validity_start"":""2024-06-16T09:02:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":3,""discount_cap"":0,""discount_percentage"":0,""min_spend"":45000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHT223"",""validity_end"":""2024-09-17T10:02:00.000Z"",""validity_start"":""2024-06-16T09:02:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":5,""discount_cap"":0,""discount_percentage"":0,""min_spend"":60000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHRT45"",""validity_end"":""2024-09-17T10:02:00.000Z"",""validity_start"":""2024-06-16T09:02:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":6,""discount_cap"":0,""discount_percentage"":0,""min_spend"":90000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHER23"",""validity_end"":""2024-09-17T10:03:00.000Z"",""validity_start"":""2024-06-16T09:03:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":7,""discount_cap"":0,""discount_percentage"":0,""min_spend"":120000000,""shop_vouncher"":""pazhi21463672.mx"",""special_condition"":null,""text_info"":""PAZHRT454"",""validity_end"":""2024-09-17T10:03:00.000Z"",""validity_start"":""2024-06-16T09:03:00.000Z""}]"
524,https://shopee.com.mx/Sombreros-de-hombre/moda-de-los-hombres/nuevo-estilo/-Specialized-Snapback-sombreros-01-rojo-Premium-i.504545059.11430375814?model_id=101597067836,11430375814,sombreros de hombremoda de los hombresnuevo estilo specialized snapback sombreros 01 rojo premium,4.7,10.1,10.1,USD,30000,Available in stock,"[""https://down-mx.img.susercontent.com/file/5050beecc064b3fa8ebb20394830bdb4_tn"",""https://down-mx.img.susercontent.com/file/fc5c88c0e110f6ece9731b9383494f5a_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Maroon""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Negro""}]",
500,"https://shopee.vn/SH15-Kh%C4%83n-Streetwear-si%C3%AAu-nhi%E1%BB%81u-m%C3%A0u,-Bandana-th%E1%BB%9Di-trang-h%C3%A0ng-ng%C3%A0y,-%C4%91i-xe-%C4%91%E1%BA%A1p,R%E1%BA%BB-v%C3%B4--SHERI-i.962873408.16795592987?model_id=194492720375",16795592987,sh15 khn streetwear siu nhiu mu bandana thi trang hng ngy i xe pr v sheri,4.9,0.5,0.5,USD,3453,Available in stock,"[""https://down-vn.img.susercontent.com/file/sg-11134201-7qvg7-lk7xnzxl3taif2_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7qveg-lk7xnzjfvkbb06_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7qve8-lk7xo0mk39qi63_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7qvg7-lk7xo10pikud04_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7qvdp-lk7xo1foy26vfb_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7qvd3-ljaxxw3oavsj6c_tn"",""https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-lzipbhfxw2ox5e_tn"",""https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-lzipbr0tsk0dea_tn"",""https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-lzipcf14nr657e_tn""]",100,0.00 hours,NaT,"[{""name"":""màu sắc"",""variations"":[""đen"",""Trắng"",""đỏ lớn"",""xanh hải quân"",""Màu xanh sapphire"",""màu xanh đậm"",""màu xám đậm"",""Hồng"",""rượu vang"",""Hoa hồng đỏ"",""màu xanh của cỏ"",""Màu cam"",""vàng"",""Màu tím nhạt"",""tím đậm"",""Màu nâu"",""màu be"",""vàng nhạt"",""màu xám sáng"",""cam vàng""]}]",https://shopee.vn,,100009,False,,"[{""name"":""model"",""value"":""đen""}]","[{""claimable"":false,""currency"":""VND"",""discount"":2000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":1100000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER11200"",""validity_end"":""2024-11-07T03:13:00.000Z"",""validity_start"":""2024-08-08T02:13:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":4000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":3000000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER34000"",""validity_end"":""2024-11-07T03:12:00.000Z"",""validity_start"":""2024-08-08T02:12:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":3000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":3000000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER33000"",""validity_end"":""2024-11-07T03:14:00.000Z"",""validity_start"":""2024-08-08T02:14:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":5000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":5000000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER55000"",""validity_end"":""2024-11-07T03:15:00.000Z"",""validity_start"":""2024-08-08T02:15:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":7500,""discount_cap"":0,""discount_percentage"":0,""min_spend"":8200000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER82750"",""validity_end"":""2024-11-07T03:41:00.000Z"",""validity_start"":""2024-08-08T02:41:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":10000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":11000000000,""shop_vouncher"":""Sherie 519"",""special_condition"":null,""text_info"":""SHER11110"",""validity_end"":""2024-11-07T03:15:00.000Z"",""validity_start"":""2024-08-08T02:15:00.000Z""}]"
592,https://shopee.vn/Phong-c%C3%A1ch-ngh%E1%BB%89-m%C3%A1t-b%E1%BA%A7u-kh%C3%B4ng-kh%C3%AD-b%C3%A1nh-m%C3%AC-ba-chi%E1%BB%81u-H%C3%A0n-Qu%E1%BB%91c-hoa-ru%E1%BB%99t-gi%C3%A0-b%C4%83ng-%C4%91%C3%B4-n%E1%BB%AF-cao-c%E1%BA%A5p-d%C3%A2y-cao-c%E1%BA%A5p-2024-phong-c%C3%A1ch-m%E1%BB%9Bi-i.1171959753.29753874580?model_id=89614646095,29753874580,phong cch ngh mt bu khng kh bnh m ba chiu hn quc hoa rut gi bng n cao cp dy cao cp 2024 phong cch mi,5.0,1,0.8,USD,119,Available in stock,"[""https://down-vn.img.susercontent.com/file/sg-11134201-7rdxk-lyewruvtpofv20_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rd3s-lx0w8uw8yjwsd6_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rdw0-lylvrhvtgzvud7_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rdx0-lylvrhvtfl0sb5_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rd4o-lx0ubmfkdlzz38_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rd5r-lx0ubmeqetunf3_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rdwy-lylvrhw3f6usb1_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rdx0-lylvrhw3gkqv32_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rd6u-lx0ubmf0efs6e3_tn""]",100,0.12 hours,NaT,"[{""name"":""Màu sắc"",""variations"":[""Cúi"",""Hồng"",""Be"",""Xám xanh"",""Màu xanh lá"",""Xanh lam"",""Đen"",""Màu ngẫu nhiên""]}]",https://shopee.vn,,100009,True,Wed Sep 04 2024 01:59:59 GMT+0000 (Coordinated Universal Time),"[{""name"":""model"",""value"":""Cúi""}]","[{""claimable"":false,""currency"":""VND"",""discount"":1000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":2000000000,""shop_vouncher"":""tagslullaby.vn"",""special_condition"":null,""text_info"":""TAGS67"",""validity_end"":""2024-09-05T04:57:00.000Z"",""validity_start"":""2024-06-07T03:57:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":1500,""discount_cap"":0,""discount_percentage"":0,""min_spend"":4000000000,""shop_vouncher"":""tagslullaby.vn"",""special_condition"":null,""text_info"":""TAGS68"",""validity_end"":""2024-09-06T04:58:00.000Z"",""validity_start"":""2024-06-07T03:58:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":2000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":6000000000,""shop_vouncher"":""tagslullaby.vn"",""special_condition"":null,""text_info"":""TAGS69"",""validity_end"":""2024-09-07T04:58:00.000Z"",""validity_start"":""2024-06-07T03:58:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":15000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":12900000000,""shop_vouncher"":""tagslullaby.vn"",""special_condition"":null,""text_info"":""BCSE31"",""validity_end"":""2024-09-30T16:59:00.000Z"",""validity_start"":""2024-08-31T17:00:00.000Z""}]"
643,"https://shopee.com.mx/Emirates-FLY-BETTER-sponsor-Patch-Para-El-Patrocinador-De-jersey-(Servicio-De-Instalaci%C3%B3n-Gratuito-,-Debe-Dar-Una-Nota-En-El-Pedido)-i.504302986.17046096773?model_id=171796713183",17046096773,emirates fly better sponsor patch para el patrocinador de jersey servicio de instalacin gratuito debe dar una nota en el pedido,4.6,4.3,4.3,USD,1273,Available in stock,"[""https://down-mx.img.susercontent.com/file/7979261ac2e57c76a6f2934e1f9ce1e7_tn"",""https://down-mx.img.susercontent.com/file/fab04698289441fa70c1b99f251cff24_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Emiratos Mosca Mejor"",""Volar emira""]},{""name"":""Tamaño"",""variations"":[""Amarillo / amarillo"",""Oro"",""Blanco / Blanco"",""Negro / Negro"",""Rojo / rojo"",""Azul / Azul"",""Azul marino"",""Otros / Otros colores""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Emiratos Mosca Mejor,Amarillo / amarillo""}]",
716,https://shopee.com.mx/MATA-Bufanda-De-Pollo-Creme-Tencel-Material-Org%C3%A1nico-ORIGINAL-Hasta-Donde-El-Ojo-Puede-Ver-i.504330410.14778440848,14778440848,mata bufanda de pollo creme tencel material orgnico original hasta donde el ojo puede ver,4.9,62.9,62.9,USD,Femenino,Available in stock,"[""https://down-mx.img.susercontent.com/file/e4a39fbf06e794c15d20ff04f509ff20_tn"",""https://down-mx.img.susercontent.com/file/daf1a68582e3e05baa9f6f4e0ac1ded7_tn""]",57,,NaT,"[{""variations"":[null]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":null}]",
460,https://shopee.vn/St.-kunkka-1-V%C3%B2ng-Tay-Thi%E1%BA%BFt-K%E1%BA%BF-%C4%90%C6%A1n-Gi%E1%BA%A3n-Th%E1%BB%9Di-Trang-Cao-C%E1%BA%A5p-Phong-C%C3%A1ch-Nicolus-ins-Cho-N%E1%BB%AF-i.379903869.24652077016?model_id=184777047310,24652077016,st kunkka 1 vng tay thit k n gin thi trang cao cp phong cch nicolus ins cho n,4.7,0.3,0.2,USD,17363,Available in stock,"[""https://down-vn.img.susercontent.com/file/sg-11134202-7rbnd-lom0lf07aezg08_tn"",""https://down-vn.img.susercontent.com/file/sg-11134201-7rbmh-lom0lgbnczfk51_tn"",""https://down-vn.img.susercontent.com/file/sg-11134202-7rbmw-lom0l75qrrr31f_tn"",""https://down-vn.img.susercontent.com/file/sg-11134202-7rbm1-lom0l4c6wdm8ed_tn"",""https://down-vn.img.susercontent.com/file/sg-11134202-7rblm-lom0l60eg9fle4_tn"",""https://down-vn.img.susercontent.com/file/sg-11134202-7rblt-lom0lcbd84ht79_tn"",""https://down-vn.img.susercontent.com/file/sg-11134202-7rbk7-lom0ldnx92po2b_tn""]",97,3.98 hours,NaT,"[{""name"":""Màu sắc"",""variations"":[""Bạc"",""Vàng""]}]",https://shopee.vn,,100009,False,,"[{""name"":""model"",""value"":""Bạc""}]","[{""claimable"":false,""currency"":""VND"",""discount"":null,""discount_cap"":1800000000,""discount_percentage"":10,""min_spend"":0,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""STKU09871"",""validity_end"":""2024-11-30T15:59:00.000Z"",""validity_start"":""2024-09-03T03:24:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":null,""discount_cap"":330000000,""discount_percentage"":5,""min_spend"":0,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""STKU10984"",""validity_end"":""2024-11-30T15:59:00.000Z"",""validity_start"":""2024-09-03T03:23:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":8888,""discount_cap"":0,""discount_percentage"":0,""min_spend"":5555500000,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""STKUAAAZ1"",""validity_end"":""2024-10-31T15:59:00.000Z"",""validity_start"":""2024-08-05T04:00:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":22000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":14999900000,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""STKUZAZAR"",""validity_end"":""2024-10-31T15:59:00.000Z"",""validity_start"":""2024-08-05T04:00:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":50000,""discount_cap"":0,""discount_percentage"":0,""min_spend"":45000000000,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""STKUZXCVB"",""validity_end"":""2024-10-31T15:59:00.000Z"",""validity_start"":""2024-08-05T04:00:00.000Z""},{""claimable"":false,""currency"":""VND"",""discount"":null,""discount_cap"":15000000000,""discount_percentage"":10,""min_spend"":100000000000,""shop_vouncher"":""Zigufly Official Store"",""special_condition"":null,""text_info"":""SVSEP2048"",""validity_end"":""2024-09-30T16:59:00.000Z"",""validity_start"":""2024-08-31T17:00:00.000Z""}]"
746,https://shopee.co.id/Converse-All-Star-Patch-Unisex-Baseball-Hat---University-Red-i.234490784.23189934456,23189934456,converse all star patch unisex baseball hat university red,4.9,23.3,23.3,USD,Converse,Available in stock,"[""https://down-id.img.susercontent.com/file/sg-11134201-7rd4c-luhohrvhizkv12_tn"",""https://down-id.img.susercontent.com/file/sg-11134201-7rd61-luhohs3j77ofc2_tn"",""https://down-id.img.susercontent.com/file/sg-11134201-7rd52-luhohsdislss18_tn""]",94,3.86 hours,NaT,"[{""name"":""Colour"",""variations"":[""RED""]},{""name"":""Size"",""variations"":[""ONE SIZE""]}]",https://shopee.co.id,Converse,100009,False,,"[{""name"":""model"",""value"":""RED,ONE SIZE""}]",
862,https://shopee.com.mx/Guantes-De-La-Motocicleta-Al-Aire-Libre-Guante-Bicicleta-T%C3%A1ctica-mechanix-helf-finger-Calidad-De-Importaci%C3%B3n-i.668167791.24763669781?model_id=250339535402,24763669781,guantes de la motocicleta al aire libre guante bicicleta tctica mechanix helf finger calidad de importacin,0.0,17.8,17.8,USD,599,Available in stock,"[""https://down-mx.img.susercontent.com/file/sg-11134201-7rce0-lrsaldqjfxlad5_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcei-lrsaldwn6zv586_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcbv-lrsale3kwuov77_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcdk-lrsaleaimoyfcc_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rccb-lrsalehqc57jd2_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcdj-lrsalenu37ln34_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcbw-lrsalev1snli79_tn"",""https://down-mx.img.susercontent.com/file/sg-11134201-7rcdw-lrsalf15jpk9d5_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Crema"",""Verde""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Crema""}]",
165,https://shopee.com.mx/Gorra-De-B%C3%A9isbol-Nuevo-Estilo-deus-ex-machina-Juego-KAQG-i.923389171.20570829882?model_id=230719554875,20570829882,gorra de bisbol nuevo estilo deus ex machina juego kaqg,4.7,9.4,9.4,USD,1500,Available in stock,"[""https://down-mx.img.susercontent.com/file/f3e1dd4e6dc47be3ff322a2a64c58f02_tn"",""https://down-mx.img.susercontent.com/file/e851748d0a450986f04437241d983fb0_tn""]",67,8.07 hours,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Rojo"",""Azul marino"",""Naturales"",""Rosa""]},{""name"":""Tamaño"",""variations"":[""Talla única""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Azul marino,Talla única""}]",
727,https://shopee.com.co/PANDER-Newest-Mulifocal-One-Power-Readers-Gafas-De-Lectura-Bifocales-De-Alta-Calidad-Para-Mujeres-Y-Hombres-Con-Ajuste-Autom%C3%A1tico-i.823582944.25956643061,25956643061,pander newest mulifocal one power readers gafas de lectura bifocales de alta calidad para mujeres y hombres con ajuste automtico,4.9,40.7,24.4,USD,100,Available in stock,"[""https://down-co.img.susercontent.com/file/sg-11134201-22110-x2wxdavu4djv6d_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-zcgj6mvu4djv74_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-ce69arvu4djv06_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-eycovhvu4djvb7_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-m90isp2u4djv37_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-gx76l8uu4djve6_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-brc1p9uu4djv7c_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-jc6t9quu4djv0a_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-22110-mcdskpuu4djv19_tn""]",57,,NaT,"[{""variations"":[null]}]",https://shopee.com.co,,100009,False,,"[{""name"":""model"",""value"":null}]",
757,https://shopee.cl/Indah-Clothing-Snapback-sombrero-Anti-Social-Social-Club---Snapbackl-Hat-Keren-Assc-suficiente-de-ti-i.843717094.20035994492?model_id=164121877143,20035994492,indah clothing snapback sombrero anti social social club snapbackl hat keren assc suficiente de ti,0.0,8.8,8.8,USD,39996,Available in stock,"[""https://down-cl.img.susercontent.com/file/115d86d56ac1d48560e63da892bf6a1e_tn"",""https://down-cl.img.susercontent.com/file/52b65b50ccace6a8650c969ad53f63a1_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Granate"",""Azul marino"",""Sombrero liso""]}]",https://shopee.cl,,100009,False,,"[{""name"":""model"",""value"":""Granate""}]",
786,https://shopee.com.co/Gorra-De-B%C3%A9isbol-Hard-Top-Europeo-Americano-Sombrero-De-Protecci%C3%B3n-Solar-Hombres-Mujeres-Estilo-Bordado-Yoga-Sombrero-De-Sol-Peaked-Cap-Street-Wear-Alo-Casual-i.1032137187.22855811905?model_id=147029220329,22855811905,gorra de bisbol hard top europeo americano sombrero de proteccin solar hombres mujeres estilo bordado yoga sombrero de sol peaked cap street wear alo casual,5.0,81.4,40.7,USD,2156,Available in stock,"[""https://down-co.img.susercontent.com/file/sg-11134201-7rblt-ll7xnjs077jvb3_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7rbk3-ll7xnkct9y81f1_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7rbn8-ll7xnkxwf37f74_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7r99j-ll7xnll7gzcr86_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7rbmv-ll7xnm24s818ff_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7rbni-ll7xnmjm41mdf8_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7r9b2-ll7xnmybh43fe5_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7rbmv-ll7xnni0oadd7f_tn"",""https://down-co.img.susercontent.com/file/sg-11134201-7r9a9-ll7xnoukp86534_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""001 Gorra Borda Blanca"",""001 Gorra Borda Rosa"",""001 Gorra Borda Negra"",""001 Gorro Bordado Blanco Y Neg"",""001 Gorra Borda Blanco y Negro"",""002 Gorro Top Vacío Bordado Bl"",""002 Gorro Top Vacío Bordado Ne"",""002 Gorro Top Vacío Bordado Ro""]},{""name"":""Talla"",""variations"":[""Ajustable""]}]",https://shopee.com.co,,100009,False,,"[{""name"":""model"",""value"":""002 Gorro Top Vacío Bordado Ro,Ajustable""}]",
420,https://shopee.com.mx/Nuevos-Cascos-Arai-Disponibles-(1)-Gorra-De-B%C3%A9isbol-Hombres-Mujeres-Moda-Poli%C3%A9ster-Sombrero-Unisex-Golf-Running-Sun-Caps-Snapback-Outdoo-i.843442916.21235291975?model_id=164098390048,21235291975,nuevos cascos arai disponibles 1 gorra de bisbol hombres mujeres moda polister sombrero unisex golf running sun caps snapback outdoo,4.7,18.8,18.8,USD,4000,Available in stock,"[""https://down-mx.img.susercontent.com/file/9097435c7a23cbe42e96af9994c0f9db_tn"",""https://down-mx.img.susercontent.com/file/52cca47e2c50ed2707aa8ce5d5164a3a_tn"",""https://down-mx.img.susercontent.com/file/6bb76f31e1debe93b6b8fe60e6f6fd1d_tn"",""https://down-mx.img.susercontent.com/file/8024f742b8a6d1b9cb7f12a2072df98e_tn"",""https://down-mx.img.susercontent.com/file/292625323db44b8799f742eb225bd01a_tn"",""https://down-mx.img.susercontent.com/file/8df2a24c2a52bc79b335ba9037802daf_tn"",""https://down-mx.img.susercontent.com/file/22707bbc5d9d9d05412bcccafaa2ea0f_tn"",""https://down-mx.img.susercontent.com/file/b6987661e2b8e1d72d6888877d7d7aeb_tn"",""https://down-mx.img.susercontent.com/file/d8508eb0f439b782e2b635db5e04aa2c_tn""]",57,,NaT,"[{""name"":""Color"",""variations"":[""Negro"",""Blanco"",""Rojo"",""Azul"",""Azul marino"",""Naturales"",""Gris"",""Rosa""]},{""name"":""Talla"",""variations"":[""Adulto""]}]",https://shopee.com.mx,,100009,False,,"[{""name"":""model"",""value"":""Blanco,Adulto""}]","[{""claimable"":false,""currency"":""MXN"",""discount"":16,""discount_cap"":0,""discount_percentage"":0,""min_spend"":30000000,""shop_vouncher"":""yanyezhi5.mx"",""special_condition"":null,""text_info"":""YANYT2333"",""validity_end"":""2024-09-17T17:41:00.000Z"",""validity_start"":""2024-06-16T16:41:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":8,""discount_cap"":0,""discount_percentage"":0,""min_spend"":15000000,""shop_vouncher"":""yanyezhi5.mx"",""special_condition"":null,""text_info"":""YANY423"",""validity_end"":""2024-09-17T17:40:00.000Z"",""validity_start"":""2024-06-16T16:40:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":24,""discount_cap"":0,""discount_percentage"":0,""min_spend"":45000000,""shop_vouncher"":""yanyezhi5.mx"",""special_condition"":null,""text_info"":""YANYT3211"",""validity_end"":""2024-09-17T17:41:00.000Z"",""validity_start"":""2024-06-16T16:41:00.000Z""},{""claimable"":false,""currency"":""MXN"",""discount"":32,""discount_cap"":0,""discount_percentage"":0,""min_spend"":60000000,""shop_vouncher"":""yanyezhi5.mx"",""special_condition"":null,""text_info"":""YANY9677"",""validity_end"":""2024-09-17T17:41:00.000Z"",""validity_start"":""2024-06-16T16:41:00.000Z""}]"
430,https://shopee.co.id/sanggul-anak-krucut--20-i.177487739.26610161576,26610161576,sanggul anak krucut 20,4.7,1.3,1.3,USD,100,Available in stock,"[""https://down-id.img.susercontent.com/file/id-11134207-7r98w-lzra455tzh65c7_tn""]",50,0.03 hours,NaT,"[{""variations"":[null]}]",https://shopee.co.id,,100009,False,,"[{""name"":""model"",""value"":null}]",
